"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","duration"
"G3","GLO","G36496","GLO6496","6496","YYZ","CYYZ","3","2023-06-06 06:04","MIA","KMIA",213
"TP","TAP","TP8294","TAP8294","8294","YYZ","CYYZ","1","2023-06-06 06:05","YYT","CYYT",177
"YX","RPA","YX3607","RPA3607","3607","YYZ","CYYZ","1","2023-06-06 06:15","EWR","KEWR",103
"DL","DAL","DL1212","DAL1212","1212","YYZ","CYYZ","3","2023-06-06 06:15","ATL","KATL",139
"KE","KAL","KE3358","KAL3358","3358","YYZ","CYYZ","3","2023-06-06 06:15","DTW","KDTW",97
"WG","SWG","WG720","SWG720","720","YYZ","CYYZ","3","2023-06-06 06:15","MBJ","MKJS",240
"WG","SWG","WG602","SWG602","602","YYZ","CYYZ","3","2023-06-06 06:15","CCC","MUCC",205
"OO","SKW","OO3881","SKW3881","3881","YYZ","CYYZ","3","2023-06-06 06:00","MSP","KMSP",146
"AC","ACA","AC480","ACA480","480","YYZ","CYYZ","1","2023-06-06 06:20","YUL","CYUL",77
"AC","ACA","AC5992","ACA5992","5992","YYZ","CYYZ","1","2023-06-06 06:30","SFO","KSFO",332
"WG","SWG","WG535","SWG535","535","YYZ","CYYZ","3","2023-06-06 07:55","CUN","MMUN",245
"WG","SWG","WG4362","SWG4362","4362","YYZ","CYYZ","3","2023-06-06 06:20","PUJ","MDPC",260
"RV","ROU","RV1670","ROU1670","1670","YYZ","CYYZ","1","2023-06-06 06:30","MCO","KMCO",165
"AC","ACA","AC8901","ACA8901","8901","YYZ","CYYZ","1","2023-06-06 06:30","ORD","KORD",110
"WS","WJA","WS653","WJA653","653","YYZ","CYYZ","3","2023-06-06 06:30","YYC","CYYC",253
"AC","ACA","AC8872","ACA8872","8872","YYZ","CYYZ","1","2023-06-06 06:30","EWR","KEWR",90
"JL","JAL","JL7451","JAL7451","7451","YYZ","CYYZ","3","2023-06-06 06:33","ORD","KORD",113
"F8","FLE","F8635","FLE635","635","YYZ","CYYZ","3","2023-06-06 06:20","YEG","CYEG",255
"F8","FLE","F8643","FLE643","643","YYZ","CYYZ","3","2023-06-06 06:30","YWG","CYWG",160
"WO","WSW","WO360","WSW360","360","YYZ","CYYZ","3","2023-06-06 06:40","YHZ","CYHZ",125
"TP","TAP","TP8289","TAP8289","8289","YYZ","CYYZ","1","2023-06-06 06:20","YHZ","CYHZ",125
"WS","WJA","WS7569","WJA7569","7569","YYZ","CYYZ","3","2023-06-06 06:47","LGA","KLGA",103
"TS","TSC","TS326","TSC326","326","YYZ","CYYZ","3","2023-06-06 07:00","CUN","MMUN",245
"F8","FLE","F8658","FLE658","658","YYZ","CYYZ","3","2023-06-06 06:55","YHZ","CYHZ",135
"NZ","ANZ","NZ9987","ANZ9987","9987","YYZ","CYYZ","1","2023-06-06 06:10","IAH","KIAH",204
"AC","ACA","AC440","ACA440","440","YYZ","CYYZ","1","2023-06-06 07:00","YOW","CYOW",63
"YX","RPA","YX4357","RPA4357","4357","YYZ","CYYZ","3","2023-06-06 07:01","JFK","KJFK",111
"AC","ACA","AC602","ACA602","602","YYZ","CYYZ","1","2023-06-06 07:00","YHZ","CYHZ",125
"AC","ACA","AC400","ACA400","400","YYZ","CYYZ","1","2023-06-06 07:00","YUL","CYUL",77
"NZ","ANZ","NZ9809","ANZ9809","9809","YYZ","CYYZ","1","2023-06-06 07:00","ORD","KORD",115
"F8","FLE","F8601","FLE601","601","YYZ","CYYZ","3","2023-06-06 06:55","YVR","CYVR",310
"AA","AAL","AA1169","AAL1169","1169","YYZ","CYYZ","3","2023-06-06 07:10","DFW","KDFW",204
"AC","ACA","AC8251","ACA8251","8251","YYZ","CYYZ","1","2023-06-06 07:15","YXU","CYXU",43
"B6","JBU","B64785","JBU4785","4785","YYZ","CYYZ","3","2023-06-06 06:51","LGA","KLGA",92
"F8","FLE","F81625","FLE1625","1625","YYZ","CYYZ","3","2023-06-06 07:20","BNA","KBNA",130
"OZ","AAR","OZ6117","AAR6117","6117","YYZ","CYYZ","1","2023-06-06 07:15","YVR","CYVR",311
"DL","DAL","DL7182","DAL7182","7182","YYZ","CYYZ","3","2023-06-06 07:30","MCO","KMCO",164
"PT","PDT","PT6117","PDT6117","6117","YYZ","CYYZ","3","2023-06-06 07:30","PHL","KPHL",92
"QK","JZA","QK8780","JZA8780","8780","YYZ","CYYZ","1","2023-06-06 07:20","DCA","KDCA",91
"CA","CCA","CA7466","CCA7466","7466","YYZ","CYYZ","1","2023-06-06 07:10","YVR","CYVR",290
"WS","WJA","WS2754","WJA2754","2754","YYZ","CYYZ","3","2023-06-06 07:35","NAS","MYNN",196
"WS","WJA","WS6324","WJA6324","6324","YYZ","CYYZ","3","2023-06-06 07:45","ATL","KATL",134
"TS","TSC","TS7903","TSC7903","7903","YYZ","CYYZ","3","2023-06-06 07:35","YVR","CYVR",306
"AC","ACA","AC766","ACA766","766","YYZ","CYYZ","1","2023-06-06 07:40","BOS","KBOS",91
"TS","TSC","TS7711","TSC7711","7711","YYZ","CYYZ","3","2023-06-06 07:40","YUL","CYUL",76
"PD","POE","PD2291","POE2291","2291","YYZ","CYYZ","3","2023-06-06 07:45","YOW","CYOW",63
"1I","EJA","1I504","EJA504","504","YYZ","CYYZ",NA,"2023-06-06 07:55","PWM","KPWM",NA
"RV","ROU","RV1810","ROU1810","1810","YYZ","CYYZ","1","2023-06-06 07:50","CUN","MMUN",235
"WS","WJA","WS1184","WJA1184","1184","YYZ","CYYZ","3","2023-06-06 07:55","RSW","KRSW",180
"TP","TAP","TP8253","TAP8253","8253","YYZ","CYYZ","1","2023-06-06 07:30","YYC","CYYC",258
"AC","ACA","AC257","ACA257","257","YYZ","CYYZ","1","2023-06-06 07:30","YWG","CYWG",160
"AC","ACA","AC8494","ACA8494","8494","YYZ","CYYZ","1","2023-06-06 07:55","YSJ","CYSJ",114
"NZ","ANZ","NZ4791","ANZ4791","4791","YYZ","CYYZ","1","2023-06-06 07:50","LAX","KLAX",314
"AC","ACA","AC1838","ACA1838","1838","YYZ","CYYZ","1","2023-06-06 07:55","PLS","MBPV",230
"RV","ROU","RV1921","ROU1921","1921","YYZ","CYYZ","1","2023-06-06 08:00","YQR","CYQR",199
"QK","JZA","QK8301","JZA8301","8301","YYZ","CYYZ","1","2023-06-06 07:50","YQT","CYQT",107
"AC","ACA","AC1093","ACA1093","1093","YYZ","CYYZ","1","2023-06-06 08:00","SAN","KSAN",320
"AC","ACA","AC702","ACA702","702","YYZ","CYYZ","1","2023-06-06 07:55","LGA","KLGA",95
"DL","DAL","DL6976","DAL6976","6976","YYZ","CYYZ","3","2023-06-06 07:55","YYC","CYYC",253
"Y9","DAT","Y9112","DAT112","112","YYZ","CYYZ","1","2023-06-06 07:55","YVR","CYVR",320
"F8","FLE","F8684","FLE684","684","YYZ","CYYZ","3","2023-06-06 07:35","YSJ","CYSJ",125
"AC","ACA","AC4902","ACA4902","4902","YYZ","CYYZ","1","2023-06-06 07:59","DEN","KDEN",221
"YX","RPA","YX3435","RPA3435","3435","YYZ","CYYZ","1","2023-06-06 07:30","EWR","KEWR",103
"NZ","ANZ","NZ4733","ANZ4733","4733","YYZ","CYYZ","1","2023-06-06 08:00","SFO","KSFO",320
"RV","ROU","RV1804","ROU1804","1804","YYZ","CYYZ","1","2023-06-06 08:00","MBJ","MKJS",235
"RV","ROU","RV1950","ROU1950","1950","YYZ","CYYZ","1","2023-06-06 08:00","YQB","CYQB",83
"TK","THY","TK8658","THY8658","8658","YYZ","CYYZ","1","2023-06-06 08:00","DFW","KDFW",197
"AC","ACA","AC402","ACA402","402","YYZ","CYYZ","1","2023-06-06 08:00","YUL","CYUL",77
"AC","ACA","AC135","ACA135","135","YYZ","CYYZ","1","2023-06-06 08:05","YYC","CYYC",258
"WS","WJA","WS2424","WJA2424","2424","YYZ","CYYZ","3","2023-06-06 08:05","CUN","MMUN",250
"QK","JZA","QK8949","JZA8949","8949","YYZ","CYYZ","1","2023-06-06 07:50","ATL","KATL",130
"AC","ACA","AC442","ACA442","442","YYZ","CYYZ","1","2023-06-06 08:10","YOW","CYOW",63
"AC","ACA","AC103","ACA103","103","YYZ","CYYZ","1","2023-06-06 08:10","YVR","CYVR",290
"RV","ROU","RV1654","ROU1654","1654","YYZ","CYYZ","1","2023-06-06 08:15","TPA","KTPA",166
"AC","ACA","AC8427","ACA8427","8427","YYZ","CYYZ","1","2023-06-06 08:00","YTS","CYTS",87
"UA","UAL","UA8515","UAL8515","8515","YYZ","CYYZ","1","2023-06-06 08:05","IND","KIND",92
"UA","UAL","UA8533","UAL8533","8533","YYZ","CYYZ","1","2023-06-06 08:00","ORD","KORD",110
"UA","UAL","UA8143","UAL8143","8143","YYZ","CYYZ","1","2023-06-06 08:20","BWI","KBWI",83
"AC","ACA","AC1500","ACA1500","1500","YYZ","CYYZ","1","2023-06-06 08:20","YQM","CYQM",112
"UA","UAL","UA8284","UAL8284","8284","YYZ","CYYZ","1","2023-06-06 08:00","RDU","KRDU",105
"AC","ACA","AC1840","ACA1840","1840","YYZ","CYYZ","1","2023-06-06 08:15","BGI","TBPB",315
"AC","ACA","AC604","ACA604","604","YYZ","CYYZ","1","2023-06-06 08:25","YHZ","CYHZ",125
"AC","ACA","AC991","ACA991","991","YYZ","CYYZ","1","2023-06-06 08:15","MEX","MMMX",295
"TP","TAP","TP8027","TAP8027","8027","YYZ","CYYZ","1","2023-06-06 08:30","YEG","CYEG",255
"UA","UAL","UA8672","UAL8672","8672","YYZ","CYYZ","1","2023-06-06 08:30","IAH","KIAH",218
"AC","ACA","AC105","ACA105","105","YYZ","CYYZ","1","2023-06-06 08:30","YVR","CYVR",296
"AC","ACA","AC1794","ACA1794","1794","YYZ","CYYZ","1","2023-06-06 08:25","PUJ","MDPC",255
"AC","ACA","AC8729","ACA8729","8729","YYZ","CYYZ","1","2023-06-06 08:20","CLE","KCLE",62
"AC","ACA","AC1540","ACA1540","1540","YYZ","CYYZ","1","2023-06-06 08:40","YYG","CYYG",122
"AC","ACA","AC1901","ACA1901","1901","YYZ","CYYZ","1","2023-06-06 08:40","YYJ","CYYJ",307
"AC","ACA","AC1039","ACA1039","1039","YYZ","CYYZ","1","2023-06-06 08:40","DEN","KDEN",215
"UA","UAL","UA8695","UAL8695","8695","YYZ","CYYZ","1","2023-06-06 08:45","YYT","CYYT",181
"WS","WJA","WS2702","WJA2702","2702","YYZ","CYYZ","3","2023-06-06 08:45","MBJ","MKJS",245
"QK","JZA","QK8874","JZA8874","8874","YYZ","CYYZ","1","2023-06-06 08:30","EWR","KEWR",93
"NZ","ANZ","NZ4821","ANZ4821","4821","YYZ","CYYZ","1","2023-06-06 08:55","LAX","KLAX",329
"AC","ACA","AC1622","ACA1622","1622","YYZ","CYYZ","1","2023-06-06 08:55","FLL","KFLL",184
"CM","CMP","CM471","CMP471","471","YYZ","CYYZ","1","2023-06-06 08:55","PTY","MPTO",343
"NZ","ANZ","NZ9813","ANZ9813","9813","YYZ","CYYZ","1","2023-06-06 09:00","ORD","KORD",115
"MS","MSR","MS9613","MSR9613","9613","YYZ","CYYZ","1","2023-06-06 09:00","YVR","CYVR",300
"AM","AMX","AM7305","AMX7305","7305","YYZ","CYYZ","3","2023-06-06 09:00","YWG","CYWG",159
"AM","AMX","AM7263","AMX7263","7263","YYZ","CYYZ","3","2023-06-06 09:00","YYC","CYYC",256
"AM","AMX","AM7135","AMX7135","7135","YYZ","CYYZ","3","2023-06-06 09:00","YEG","CYEG",250
"AC","ACA","AC8928","ACA8928","8928","YYZ","CYYZ","1","2023-06-06 08:40","PHL","KPHL",87
"6Y","ART","6Y3186","ART3186","3186","YYZ","CYYZ","3","2023-06-06 09:00","PUJ","MDPC",265
"AC","ACA","AC8616","ACA8616","8616","YYZ","CYYZ","1","2023-06-06 08:40","IAD","KIAD",85
"AC","ACA","AC8745","ACA8745","8745","YYZ","CYYZ","1","2023-06-06 08:40","CLT","KCLT",102
"AC","ACA","AC541","ACA541","541","YYZ","CYYZ","1","2023-06-06 09:00","SEA","KSEA",322
"RV","ROU","RV1721","ROU1721","1721","YYZ","CYYZ","1","2023-06-06 09:15","PHX","KPHX",281
"WS","WJA","WS2766","WJA2766","2766","YYZ","CYYZ","3","2023-06-06 09:15","PUJ","MDPC",258
"QK","JZA","QK8986","JZA8986","8986","YYZ","CYYZ","1","2023-06-06 09:05","LGA","KLGA",87
"AC","ACA","AC1524","ACA1524","1524","YYZ","CYYZ","1","2023-06-06 09:15","YFC","CYFC",105
"YX","RPA","YX3615","RPA3615","3615","YYZ","CYYZ","1","2023-06-06 09:30","EWR","KEWR",102
"WS","WJA","WS1202","WJA1202","1202","YYZ","CYYZ","3","2023-06-06 09:35","LGA","KLGA",90
"WS","WJA","WS1116","WJA1116","1116","YYZ","CYYZ","3","2023-06-06 09:35","LAS","KLAS",288
"AC","ACA","AC8353","ACA8353","8353","YYZ","CYYZ","1","2023-06-06 07:50","YQG","CYQG",64
"QK","JZA","QK8969","JZA8969","8969","YYZ","CYYZ","1","2023-06-06 09:40","STL","KSTL",111
"Y9","DAT","Y9536","DAT536","536","YYZ","CYYZ","1","2023-06-06 07:35","YYC","CYYC",269
"AC","ACA","AC8233","ACA8233","8233","YYZ","CYYZ","1","2023-06-06 08:15","YSB","CYSB",60
"AC","ACA","AC1043","ACA1043","1043","YYZ","CYYZ","1","2023-06-06 09:45","AUS","KAUS",209
"AC","ACA","AC8410","ACA8410","8410","YYZ","CYYZ","1","2023-06-06 09:25","YQX","CYQX",170
"AC","ACA","AC8398","ACA8398","8398","YYZ","CYYZ","1","2023-06-06 09:50","YQB","CYQB",88
"UA","UAL","UA8200","UAL8200","8200","YYZ","CYYZ","1","2023-06-06 09:55","MSP","KMSP",131
"TS","TSC","TS7943","TSC7943","7943","YYZ","CYYZ","3","2023-06-06 10:00","YEG","CYEG",250
"YV","ASH","YV6172","ASH6172","6172","YYZ","CYYZ","1","2023-06-06 10:00","IAD","KIAD",91
