"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"AV","AVA","AV6552","AVA6552","6552","LHR","EGLL","2","2023-06-06 20:50","SIN","WSSS",7,785
"BA","BAW","BA27","BAW27","27","LHR","EGLL","5","2023-06-06 20:55","HKG","VHHH",2,760
"AA","AAL","AA6982","AAL6982","6982","LHR","EGLL","5","2023-06-06 20:10","BOS","KBOS",48,440
"AC","ACA","AC6678","ACA6678","6678","LHR","EGLL","4","2023-06-06 20:55","AUH","OMAA",19,410
"SK","SAS","SK534","SAS534","534","LHR","EGLL","2","2023-06-06 21:05","ARN","ESSA",NA,145
"BA","BAW","BA5971","BAW5971","5971","LHR","EGLL","2","2023-06-06 21:10","DUB","EIDW",NA,80
"AA","AAL","AA6481","AAL6481","6481","LHR","EGLL","5","2023-06-06 21:00","ABZ","EGPD",5,90
"KM","AMC","KM103","AMC103","103","LHR","EGLL","4","2023-06-06 20:30","MLA","LMML",35,190
"OZ","AAR","OZ522","AAR522","522","LHR","EGLL","2","2023-06-06 20:40","ICN","RKSI",NA,770
"AC","ACA","AC6020","ACA6020","6020","LHR","EGLL","2","2023-06-06 21:00","ADD","HAAB",10,465
"AA","AAL","AA6772","AAL6772","6772","LHR","EGLL","5","2023-06-06 21:00","DUB","EIDW",12,80
"AA","AAL","AA6542","AAL6542","6542","LHR","EGLL","5","2023-06-06 20:50","EDI","EGPH",25,85
"BA","BAW","BA7002","BAW7002","7002","LHR","EGLL","4","2023-06-06 21:20","DOH","OTHH",5,405
"AA","AAL","AA6792","AAL6792","6792","LHR","EGLL","5","2023-06-06 20:35","CDG","LFPG",44,75
"MU","CES","MU552","CES552","552","LHR","EGLL","4","2023-06-06 21:20","PVG","ZSPD",NA,680
"AA","AAL","AA6659","AAL6659","6659","LHR","EGLL","5","2023-06-06 21:20","BOM","VABB",1,560
"AA","AAL","AA6857","AAL6857","6857","LHR","EGLL","5","2023-06-06 21:10","SIN","WSSS",12,815
"AY","FIN","AY4415","FIN4415","4415","LHR","EGLL","3","2023-06-06 21:25","GRU","SBGR",NA,695
"AA","AAL","AA6621","AAL6621","6621","LHR","EGLL","5","2023-06-06 21:30","MAN","EGCC",NA,65
"AA","AAL","AA6515","AAL6515","6515","LHR","EGLL","5","2023-06-06 21:00","GLA","EGPF",27,80
"BA","BAW","BA1338","BAW1338","1338","LHR","EGLL","5","2023-06-06 20:50","NCL","EGNT",34,70
"AC","ACA","AC7400","ACA7400","7400","LHR","EGLL","2","2023-06-06 21:25","BKK","VTBS",4,695
"AA","AAL","AA6712","AAL6712","6712","LHR","EGLL","5","2023-06-06 20:40","MXP","LIMC",51,120
"MH","MAS","MH1","MAS1","1","LHR","EGLL","4","2023-06-06 21:35","KUL","WMKK",NA,795
"AA","AAL","AA6753","AAL6753","6753","LHR","EGLL","5","2023-06-06 21:25","JNB","FAOR",22,650
"FI","ICE","FI455","ICE455","455","LHR","EGLL","2","2023-06-06 21:25","KEF","BIKF",10,195
"AI","AIC","AI130","AIC130","130","LHR","EGLL","2","2023-06-06 21:30","BOM","VABB",10,530
"BR","EVA","BR68","EVA68","68","LHR","EGLL","2","2023-06-06 21:35","BKK","VTBS",10,690
"AI","AIC","AI166","AIC166","166","LHR","EGLL","2","2023-06-06 21:45","DEL","VIDP",2,505
"AC","ACA","AC6676","ACA6676","6676","LHR","EGLL","4","2023-06-06 21:55","AUH","OMAA",18,410
"AV","AVA","AV6550","AVA6550","6550","LHR","EGLL","2","2023-06-06 22:05","SIN","WSSS",NA,785
"BA","BAW","BA1496","BAW1496","1496","LHR","EGLL","5","2023-06-06 22:00","GLA","EGPF",NA,80
"UK","VTI","UK16","VTI16","16","LHR","EGLL","3","2023-06-06 21:55","BOM","VABB",2,515
"AF","AFR","AF9655","AFR9655","9655","LHR","EGLL","3","2023-06-06 20:15","JFK","KJFK",103,485
"GF","GFA","GF6","GFA6","6","LHR","EGLL","4","2023-06-06 22:05","BAH","OBBI",NA,375
"AI","AIC","AI7781","AIC7781","7781","LHR","EGLL","2","2023-06-06 22:05","BOG","SKBO",NA,640
