"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","duration"
"AF","AFR","AF6756","AFR6756","6756","LHR","EGLL","3","2023-06-06 10:40","LAX","KLAX",670
"LH","DLH","LH7623","DLH7623","7623","LHR","EGLL","2","2023-06-06 10:35","IAH","KIAH",615
"BA","BAW","BA668","BAW668","668","LHR","EGLL","5","2023-06-06 10:25","RAK","GMMX",220
"BA","BAW","BA1476","BAW1476","1476","LHR","EGLL","5","2023-06-06 10:10","GLA","EGPF",90
"GF","GFA","GF2","GFA2","2","LHR","EGLL","4","2023-06-06 10:00","BAH","OBBI",375
"SQ","SIA","SQ2513","SIA2513","2513","LHR","EGLL","3","2023-06-06 10:50","ATL","KATL",580
"IB","IBE","IB7382","IBE7382","7382","LHR","EGLL","5","2023-06-06 11:00","EWR","KEWR",470
"BA","BAW","BA143","BAW143","143","LHR","EGLL","5","2023-06-06 10:15","DEL","VIDP",525
"NZ","ANZ","NZ3305","ANZ3305","3305","LHR","EGLL","2","2023-06-06 09:10","SIN","WSSS",800
"IB","IBE","IB7323","IBE7323","7323","LHR","EGLL","5","2023-06-06 10:10","NBO","HKJK",520
"LH","DLH","LH7500","DLH7500","7500","LHR","EGLL","2","2023-06-06 11:05","DEN","KDEN",580
"UA","UAL","UA9230","UAL9230","9230","LHR","EGLL","2","2023-06-06 10:50","MUC","EDDM",110
"AC","ACA","AC851","ACA851","851","LHR","EGLL","2","2023-06-06 10:15","YYC","CYYC",530
"BA","BAW","BA1370","BAW1370","1370","LHR","EGLL","5","2023-06-06 10:15","MAN","EGCC",65
"OS","AUA","OS7793","AUA7793","7793","LHR","EGLL","2","2023-06-06 10:00","EWR","KEWR",485
"AF","AFR","AF3674","AFR3674","3674","LHR","EGLL","3","2023-06-06 10:55","DTW","KDTW",515
"BA","BAW","BA676","BAW676","676","LHR","EGLL","5","2023-06-06 10:45","IST","LTFM",245
"BA","BAW","BA992","BAW992","992","LHR","EGLL","5","2023-06-06 10:50","BER","EDDB",115
"SQ","SIA","SQ5653","SIA5653","5653","LHR","EGLL","4","2023-06-06 11:00","KUL","WMKK",795
"GF","GFA","GF6507","GFA6507","6507","LHR","EGLL","3","2023-06-06 11:15","LAX","KLAX",680
"AA","AAL","AA6552","AAL6552","6552","LHR","EGLL","5","2023-06-06 11:05","CDG","LFPG",75
"BA","BAW","BA5989","BAW5989","5989","LHR","EGLL","2","2023-06-06 11:05","NOC","EIKN",90
"AA","AAL","AA6517","AAL6517","6517","LHR","EGLL","5","2023-06-06 10:35","NAP","LIRN",160
"DL","DAL","DL2","DAL2","2","LHR","EGLL","3","2023-06-06 11:15","JFK","KJFK",480
"AY","FIN","AY5909","FIN5909","5909","LHR","EGLL","5","2023-06-06 11:00","BCN","LEBL",135
"QR","QTR","QR9684","QTR9684","9684","LHR","EGLL","5","2023-06-06 11:10","NCE","LFMN",125
"AY","FIN","AY5525","FIN5525","5525","LHR","EGLL","5","2023-06-06 11:10","SFO","KSFO",665
"AA","AAL","AA6824","AAL6824","6824","LHR","EGLL","3","2023-06-06 10:10","GIB","LXGB",175
"QR","QTR","QR9698","QTR9698","9698","LHR","EGLL","5","2023-06-06 10:40","DUB","EIDW",90
"UL","ALK","UL2015","ALK2015","2015","LHR","EGLL","3","2023-06-06 11:00","ORD","KORD",540
"JL","JAL","JL7151","JAL7151","7151","LHR","EGLL","5","2023-06-06 10:35","FCO","LIRF",165
"SN","BEL","SN2094","BEL2094","2094","LHR","EGLL","2","2023-06-06 11:05","BRU","EBBR",65
"AA","AAL","AA6413","AAL6413","6413","LHR","EGLL","5","2023-06-06 11:30","FCO","LIRF",160
"BA","BAW","BA1436","BAW1436","1436","LHR","EGLL","5","2023-06-06 10:30","EDI","EGPH",90
"KM","AMC","KM101","AMC101","101","LHR","EGLL","4","2023-06-06 10:50","MLA","LMML",190
"AA","AAL","AA6576","AAL6576","6576","LHR","EGLL","5","2023-06-06 11:00","FRA","EDDF",105
"QR","QTR","QR9767","QTR9767","9767","LHR","EGLL","5","2023-06-06 11:35","AMS","EHAM",85
"AA","AAL","AA6851","AAL6851","6851","LHR","EGLL","5","2023-06-06 11:35","ATH","LGAV",225
"BA","BAW","BA253","BAW253","253","LHR","EGLL","3","2023-06-06 10:15","NAS","MYNN",560
"AC","ACA","AC2715","ACA2715","2715","LHR","EGLL","2","2023-06-06 11:20","LIS","LPPT",160
"IB","IBE","IB7439","IBE7439","7439","LHR","EGLL","5","2023-06-06 11:40","LAX","KLAX",675
"AC","ACA","AC5375","ACA5375","5375","LHR","EGLL","2","2023-06-06 10:25","SFO","KSFO",660
"AA","AAL","AA6407","AAL6407","6407","LHR","EGLL","5","2023-06-06 11:20","BHD","EGAC",85
"BA","BAW","BA574","BAW574","574","LHR","EGLL","5","2023-06-06 10:30","LIN","LIML",120
"UA","UAL","UA230","UAL230","230","LHR","EGLL","2","2023-06-06 11:25","LAX","KLAX",665
"DL","DAL","DL31","DAL31","31","LHR","EGLL","3","2023-06-06 11:45","ATL","KATL",565
"EI","EIN","EI8873","EIN8873","8873","LHR","EGLL","5","2023-06-06 11:40","JFK","KJFK",465
NA,"VGI",NA,"VGI187","187","LHR","EGLL","3","2023-06-06 11:15","BGI","TBPB",540
"DL","DAL","DL5965","DAL5965","5965","LHR","EGLL","3","2023-06-06 11:50","SFO","KSFO",660
"6E","IGO","6E4053","IGO4053","4053","LHR","EGLL","2","2023-06-06 11:25","IST","LTFM",220
"CX","CPA","CX7157","CPA7157","7157","LHR","EGLL","5","2023-06-06 11:15","HAM","EDDH",95
"AA","AAL","AA6865","AAL6865","6865","LHR","EGLL","5","2023-06-06 11:35","GVA","LSGG",100
"IB","IBE","IB3175","IBE3175","3175","LHR","EGLL","5","2023-06-06 10:50","MAD","LEMD",145
"MH","MAS","MH9930","MAS9930","9930","LHR","EGLL","5","2023-06-06 11:45","ZRH","LSZH",105
