"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"TN","THT","TN1311","THT1311","1311","LAX","KLAX","TBIT","2023-06-07 06:00","CLT","KCLT",NA,293
"SQ","SIA","SQ7401","SIA7401","7401","LAX","KLAX","TBIT","2023-06-07 06:30","HNL","PHNL",110,215
"B6","JBU","B65801","JBU5801","5801","LAX","KLAX","TBIT","2023-06-07 07:00","HNL","PHNL",NA,350
"AM","AMX","AM649","AMX649","649","LAX","KLAX","TBIT","2023-06-07 07:00","MEX","MMMX",NA,233
"TN","THT","TN1298","THT1298","1298","LAX","KLAX","TBIT","2023-06-07 07:17","PHX","KPHX",NA,92
"VS","VIR","VS1884","VIR1884","1884","LAX","KLAX","TBIT","2023-06-07 07:15","SLC","KSLC",NA,115
"BA","BAW","BA4792","BAW4792","4792","LAX","KLAX","TBIT","2023-06-07 07:45","ORD","KORD",NA,249
"G4","AAY","G4801","AAY801","801","LAX","KLAX","TBIT","2023-06-07 09:00","ICT","KICT",NA,174
"AA","AAL","AA2308","AAL2308","2308","LAX","KLAX","TBIT","2023-06-07 09:00","RDU","KRDU",NA,306
"HA","HAL","HA63","HAL63","63","LAX","KLAX","TBIT","2023-06-07 09:15","LIH","PHLI",NA,360
"Y4","VOI","Y4915","VOI915","915","LAX","KLAX","TBIT","2023-06-07 09:20","GDL","MMGL",NA,192
"QF","QFA","QF4356","QFA4356","4356","LAX","KLAX","TBIT","2023-06-07 09:24","PHX","KPHX",NA,98
"VS","VIR","VS4151","VIR4151","4151","LAX","KLAX","TBIT","2023-06-07 09:35","PDX","KPDX",NA,145
"KE","KAL","KE7569","KAL7569","7569","LAX","KLAX","TBIT","2023-06-07 10:00","PVR","MMPR",NA,181
"B6","JBU","B65803","JBU5803","5803","LAX","KLAX","TBIT","2023-06-07 10:00","HNL","PHNL",NA,350
"Y4","VOI","Y4923","VOI923","923","LAX","KLAX","TBIT","2023-06-07 10:23","ZCL","MMZC",NA,179
"JL","JAL","JL7017","JAL7017","7017","LAX","KLAX","TBIT","2023-06-07 10:28","HND","RJTT",NA,712
"YP","APZ","YP102","APZ102","102","LAX","KLAX","TBIT","2023-06-07 10:50","ICN","RKSI",NA,775
"HA","HAL","HA61","HAL61","61","LAX","KLAX","TBIT","2023-06-07 11:00","KOA","PHKO",NA,340
"EI","EIN","EI7145","EIN7145","7145","LAX","KLAX","TBIT","2023-06-07 11:20","ORD","KORD",NA,250
"AM","AMX","AM7874","AMX7874","7874","LAX","KLAX","TBIT","2023-06-07 11:30","TLV","LLBG",NA,835
"KE","KAL","KE7955","KAL7955","7955","LAX","KLAX","TBIT","2023-06-07 11:52","MEX","MMMX",NA,233
"CM","CMP","CM8002","CMP8002","8002","LAX","KLAX","TBIT","2023-06-07 12:10","ICN","RKSI",NA,805
"AV","AVA","AV4502","AVA4502","4502","LAX","KLAX","TBIT","2023-06-07 12:15","TPE","RCTP",NA,830
"LA","LAN","LA8427","LAN8427","8427","LAX","KLAX","TBIT","2023-06-07 12:30","ICN","RKSI",NA,800
"NH","ANA","NH5","ANA5","5","LAX","KLAX","TBIT","2023-06-07 12:45","NRT","RJAA",NA,705
"LA","LAN","LA2479","LAN2479","2479","LAX","KLAX","TBIT","2023-06-07 12:50","LIM","SPJC",NA,515
"PR","PAL","PR113","PAL113","113","LAX","KLAX","TBIT","2023-06-07 12:50","MNL","RPLL",NA,880
"Y4","VOI","Y4995","VOI995","995","LAX","KLAX","TBIT","2023-06-07 12:57","MEX","MMMX",NA,233
"JL","JAL","JL61","JAL61","61","LAX","KLAX","TBIT","2023-06-07 13:05","NRT","RJAA",NA,695
"LA","LAN","LA5636","LAN5636","5636","LAX","KLAX","TBIT","2023-06-07 13:15","HKG","VHHH",NA,880
"LA","LAN","LA7489","LAN7489","7489","LAX","KLAX","TBIT","2023-06-07 13:30","HND","RJTT",NA,715
"TN","THT","TN8","THT8","8","LAX","KLAX","TBIT","2023-06-07 13:30","CDG","LFPG",NA,635
"Y4","VOI","Y4663","VOI663","663","LAX","KLAX","TBIT","2023-06-07 13:30","OAX","MMOX",NA,242
"AV","AVA","AV523","AVA523","523","LAX","KLAX","TBIT","2023-06-07 13:50","SAL","MSLP",NA,300
"SK","SAS","SK932","SAS932","932","LAX","KLAX","TBIT","2023-06-07 13:50","CPH","EKCH",NA,640
"PK","PIA","PK5180","PIA5180","5180","LAX","KLAX","TBIT","2023-06-07 13:55","IST","LTFM",NA,785
"AF","AFR","AF8250","AFR8250","8250","LAX","KLAX","TBIT","2023-06-07 13:55","AMS","EHAM",NA,610
"AI","AIC","AI7205","AIC7205","7205","LAX","KLAX","TBIT","2023-06-07 14:20","NRT","RJAA",NA,690
"LA","LAN","LA7462","LAN7462","7462","LAX","KLAX","TBIT","2023-06-07 14:25","KIX","RJBB",NA,750
"KE","KAL","KE7941","KAL7941","7941","LAX","KLAX","TBIT","2023-06-07 14:30","MEX","MMMX",NA,225
"AV","AVA","AV641","AVA641","641","LAX","KLAX","TBIT","2023-06-07 14:45","GUA","MGGT",NA,290
"DL","DAL","DL902","DAL902","902","LAX","KLAX","TBIT","2023-06-07 14:45","ATL","KATL",NA,265
"SN","BEL","SN7251","BEL7251","7251","LAX","KLAX","TBIT","2023-06-07 15:00","FRA","EDDF",NA,640
"EY","ETD","EY2919","ETD2919","2919","LAX","KLAX","TBIT","2023-06-07 15:10","FCO","LIRF",NA,710
"AF","AFR","AF65","AFR65","65","LAX","KLAX","TBIT","2023-06-07 15:25","CDG","LFPG",NA,650
"KE","KAL","KE8018","KAL8018","8018","LAX","KLAX","TBIT","2023-06-07 15:25","ICN","RKSI",NA,765
"AM","AMX","AM7660","AMX7660","7660","LAX","KLAX","TBIT","2023-06-07 15:40","LHR","EGLL",NA,620
"AA","AAL","AA6935","AAL6935","6935","LAX","KLAX","TBIT","2023-06-07 15:45","LHR","EGLL",NA,625
"CI","CAL","CI5","CAL5","5","LAX","KLAX","TBIT","2023-06-07 16:20","TPE","RCTP",NA,835
"BA","BAW","BA4834","BAW4834","4834","LAX","KLAX","TBIT","2023-06-07 16:30","DFW","KDFW",NA,190
"QR","QTR","QR740","QTR740","740","LAX","KLAX","TBIT","2023-06-07 16:35","DOH","OTHH",NA,955
"LO","LOT","LO22","LOT22","22","LAX","KLAX","TBIT","2023-06-07 16:35","WAW","EPWA",NA,695
"EK","UAE","EK216","UAE216","216","LAX","KLAX","TBIT","2023-06-07 16:40","DXB","OMDB",NA,950
"WS","WJA","WS6008","WJA6008","6008","LAX","KLAX","TBIT","2023-06-06 22:20","MEL","YMML",1339,925
