"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"Y4","VOI","Y4919","VOI919","919","LAX","KLAX","TBIT","2023-06-07 00:43","GDL","MMGL",NA,192
"MF","CXA","MF830","CXA830","830","LAX","KLAX","TBIT","2023-06-07 00:15","XMN","ZSAM",25,885
"TA","TAI","TA521","TAI521","521","LAX","KLAX","TBIT","2023-06-07 00:05","SAL","MSLP",39,300
"TG","THA","TG6247","THA6247","6247","LAX","KLAX","TBIT","2023-06-07 00:50","TPE","RCTP",10,835
"Y4","VOI","Y4917","VOI917","917","LAX","KLAX","TBIT","2023-06-07 01:10","GDL","MMGL",NA,192
"UA","UAL","UA7619","UAL7619","7619","LAX","KLAX","TBIT","2023-06-06 23:50","SZX","ZGSZ",79,875
"TK","THY","TK9268","THY9268","9268","LAX","KLAX","TBIT","2023-06-07 01:00","SAL","MSLP",1,300
"MH","MAS","MH9191","MAS9191","9191","LAX","KLAX","TBIT","2023-06-07 01:15","HKG","VHHH",4,870
"UA","UAL","UA7128","UAL7128","7128","LAX","KLAX","TBIT","2023-06-07 01:20","PTY","MPTO",3,402
"UA","UAL","UA7983","UAL7983","7983","LAX","KLAX","TBIT","2023-06-07 01:20","HND","RJTT",6,700
"TN","THT","TN1311","THT1311","1311","LAX","KLAX","TBIT","2023-06-07 06:00","CLT","KCLT",NA,293
"B6","JBU","B65801","JBU5801","5801","LAX","KLAX","TBIT","2023-06-07 07:00","HNL","PHNL",NA,350
"KE","KAL","KE7949","KAL7949","7949","LAX","KLAX","TBIT","2023-06-07 07:00","MEX","MMMX",NA,233
"AA","AAL","AA899","AAL899","899","LAX","KLAX","TBIT","2023-06-07 07:17","PHX","KPHX",NA,92
"BA","BAW","BA4792","BAW4792","4792","LAX","KLAX","TBIT","2023-06-07 07:45","ORD","KORD",NA,249
"HA","HAL","HA33","HAL33","33","LAX","KLAX","TBIT","2023-06-07 08:15","OGG","PHOG",NA,345
"AA","AAL","AA2308","AAL2308","2308","LAX","KLAX","TBIT","2023-06-07 09:00","RDU","KRDU",NA,306
"Y4","VOI","Y4915","VOI915","915","LAX","KLAX","TBIT","2023-06-07 09:20","GDL","MMGL",NA,192
"AA","AAL","AA1881","AAL1881","1881","LAX","KLAX","TBIT","2023-06-07 09:25","PVR","MMPR",NA,188
"DL","DAL","DL1865","DAL1865","1865","LAX","KLAX","TBIT","2023-06-07 10:00","PVR","MMPR",NA,181
"B6","JBU","B65803","JBU5803","5803","LAX","KLAX","TBIT","2023-06-07 10:00","HNL","PHNL",NA,350
"Y4","VOI","Y4923","VOI923","923","LAX","KLAX","TBIT","2023-06-07 10:23","ZCL","MMZC",NA,179
"AS","ASA","AS8027","ASA8027","8027","LAX","KLAX","TBIT","2023-06-07 10:28","HND","RJTT",NA,712
"YP","APZ","YP102","APZ102","102","LAX","KLAX","TBIT","2023-06-07 10:50","ICN","RKSI",NA,775
"HA","HAL","HA61","HAL61","61","LAX","KLAX","TBIT","2023-06-07 11:00","KOA","PHKO",NA,340
"QF","QFA","QF3011","QFA3011","3011","LAX","KLAX","TBIT","2023-06-07 11:20","ORD","KORD",NA,250
"AM","AMX","AM7874","AMX7874","7874","LAX","KLAX","TBIT","2023-06-07 11:30","TLV","LLBG",NA,835
"LY","ELY","LY8215","ELY8215","8215","LAX","KLAX","TBIT","2023-06-07 11:52","MEX","MMMX",NA,233
"CM","CMP","CM8002","CMP8002","8002","LAX","KLAX","TBIT","2023-06-07 12:10","ICN","RKSI",NA,805
"BR","EVA","BR5","EVA5","5","LAX","KLAX","TBIT","2023-06-07 12:15","TPE","RCTP",NA,830
"LA","LAN","LA8427","LAN8427","8427","LAX","KLAX","TBIT","2023-06-07 12:30","ICN","RKSI",NA,800
"AA","AAL","AA7356","AAL7356","7356","LAX","KLAX","TBIT","2023-06-06 22:20","MEL","YMML",1339,925
