"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"SQ","SIA","SQ7401","SIA7401","7401","LAX","KLAX","TBIT","2023-06-07 06:30","HNL","PHNL",101,215
"AM","AMX","AM649","AMX649","649","LAX","KLAX","TBIT","2023-06-07 07:00","MEX","MMMX",NA,233
"B6","JBU","B65801","JBU5801","5801","LAX","KLAX","TBIT","2023-06-07 07:00","HNL","PHNL",7,350
"WS","WJA","WS7070","WJA7070","7070","LAX","KLAX","TBIT","2023-06-07 07:15","SLC","KSLC",NA,115
"TN","THT","TN1298","THT1298","1298","LAX","KLAX","TBIT","2023-06-07 07:17","PHX","KPHX",NA,92
"BA","BAW","BA4792","BAW4792","4792","LAX","KLAX","TBIT","2023-06-07 07:45","ORD","KORD",40,249
"AA","AAL","AA2308","AAL2308","2308","LAX","KLAX","TBIT","2023-06-07 09:00","RDU","KRDU",2,306
"G4","AAY","G4801","AAY801","801","LAX","KLAX","TBIT","2023-06-07 09:00","ICT","KICT",NA,174
"Y4","VOI","Y4915","VOI915","915","LAX","KLAX","TBIT","2023-06-07 09:20","GDL","MMGL",NA,192
"QF","QFA","QF4356","QFA4356","4356","LAX","KLAX","TBIT","2023-06-07 09:24","PHX","KPHX",NA,98
"DL","DAL","DL2149","DAL2149","2149","LAX","KLAX","TBIT","2023-06-07 09:35","PDX","KPDX",NA,145
"HA","HAL","HA3","HAL3","3","LAX","KLAX","TBIT","2023-06-07 10:00","HNL","PHNL",NA,350
"KE","KAL","KE7569","KAL7569","7569","LAX","KLAX","TBIT","2023-06-07 10:00","PVR","MMPR",NA,181
"Y4","VOI","Y4923","VOI923","923","LAX","KLAX","TBIT","2023-06-07 10:23","ZCL","MMZC",NA,179
"JL","JAL","JL7017","JAL7017","7017","LAX","KLAX","TBIT","2023-06-07 10:28","HND","RJTT",NA,712
"YP","APZ","YP102","APZ102","102","LAX","KLAX","TBIT","2023-06-07 10:50","ICN","RKSI",NA,775
"HA","HAL","HA61","HAL61","61","LAX","KLAX","TBIT","2023-06-07 11:00","KOA","PHKO",NA,340
"RJ","RJA","RJ7010","RJA7010","7010","LAX","KLAX","TBIT","2023-06-07 11:20","ORD","KORD",NA,250
"LY","ELY","LY6","ELY6","6","LAX","KLAX","TBIT","2023-06-07 11:30","TLV","LLBG",NA,835
"LY","ELY","LY8215","ELY8215","8215","LAX","KLAX","TBIT","2023-06-07 11:52","MEX","MMMX",NA,233
"TG","THA","TG6732","THA6732","6732","LAX","KLAX","TBIT","2023-06-07 12:10","ICN","RKSI",NA,805
"BR","EVA","BR5","EVA5","5","LAX","KLAX","TBIT","2023-06-07 12:15","TPE","RCTP",NA,830
"MX","MXY","MX701","MXY701","701","LAX","KLAX","TBIT","2023-06-07 12:15","PVD","KPVD",NA,340
"AM","AMX","AM6703","AMX6703","6703","LAX","KLAX","TBIT","2023-06-07 12:30","ICN","RKSI",NA,800
"MX","MXY","MX541","MXY541","541","LAX","KLAX","TBIT","2023-06-07 12:40","RDU","KRDU",NA,300
"NH","ANA","NH5","ANA5","5","LAX","KLAX","TBIT","2023-06-07 12:45","NRT","RJAA",NA,705
"LP","LPE","LP2479","LPE2479","2479","LAX","KLAX","TBIT","2023-06-07 12:50","LIM","SPJC",NA,515
"PR","PAL","PR113","PAL113","113","LAX","KLAX","TBIT","2023-06-07 12:50","MNL","RPLL",NA,880
"Y4","VOI","Y4995","VOI995","995","LAX","KLAX","TBIT","2023-06-07 12:57","MEX","MMMX",NA,233
"AS","ASA","AS7311","ASA7311","7311","LAX","KLAX","TBIT","2023-06-07 13:05","NRT","RJAA",NA,695
