"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","duration"
"BR","EVA","BR3173","EVA3173","3173","LAX","KLAX","TBIT","2023-06-06 01:54","PTY","MPTO",402
"AM","AMX","AM649","AMX649","649","LAX","KLAX","TBIT","2023-06-06 07:00","MEX","MMMX",233
"KE","KAL","KE7852","KAL7852","7852","LAX","KLAX","TBIT","2023-06-06 07:00","HNL","PHNL",350
"JL","JAL","JL7530","JAL7530","7530","LAX","KLAX","TBIT","2023-06-06 07:17","PHX","KPHX",92
"AA","AAL","AA1146","AAL1146","1146","LAX","KLAX","TBIT","2023-06-06 07:26","CLT","KCLT",295
"AA","AAL","AA2129","AAL2129","2129","LAX","KLAX","TBIT","2023-06-06 06:00","MIA","KMIA",314
"AA","AAL","AA1114","AAL1114","1114","LAX","KLAX","TBIT","2023-06-06 08:08","MIA","KMIA",326
"QF","QFA","QF3317","QFA3317","3317","LAX","KLAX","TBIT","2023-06-06 09:00","RDU","KRDU",306
"QF","QFA","QF4153","QFA4153","4153","LAX","KLAX","TBIT","2023-06-06 09:20","DFW","KDFW",206
"Y4","VOI","Y4915","VOI915","915","LAX","KLAX","TBIT","2023-06-06 09:20","GDL","MMGL",192
"AM","AMX","AM5219","AMX5219","5219","LAX","KLAX","TBIT","2023-06-06 10:00","PVR","MMPR",181
"HA","HAL","HA3","HAL3","3","LAX","KLAX","TBIT","2023-06-06 10:00","HNL","PHNL",350
"Y4","VOI","Y4925","VOI925","925","LAX","KLAX","TBIT","2023-06-06 10:23","AGU","MMAS",185
"JL","JAL","JL7017","JAL7017","7017","LAX","KLAX","TBIT","2023-06-06 10:28","HND","RJTT",712
"YP","APZ","YP102","APZ102","102","LAX","KLAX","TBIT","2023-06-06 10:50","ICN","RKSI",775
"HA","HAL","HA61","HAL61","61","LAX","KLAX","TBIT","2023-06-06 11:00","KOA","PHKO",340
"Y4","VOI","Y45921","VOI5921","5921","LAX","KLAX","TBIT","2023-06-06 11:23","MLM","MMMM",203
"LY","ELY","LY6","ELY6","6","LAX","KLAX","TBIT","2023-06-06 11:30","TLV","LLBG",835
"WS","WJA","WS6146","WJA6146","6146","LAX","KLAX","TBIT","2023-06-06 11:52","MEX","MMMX",233
"SQ","SIA","SQ5701","SIA5701","5701","LAX","KLAX","TBIT","2023-06-06 12:10","ICN","RKSI",805
"SQ","SIA","SQ5819","SIA5819","5819","LAX","KLAX","TBIT","2023-06-06 12:15","TPE","RCTP",830
"AM","AMX","AM6703","AMX6703","6703","LAX","KLAX","TBIT","2023-06-06 12:30","ICN","RKSI",800
"NH","ANA","NH5","ANA5","5","LAX","KLAX","TBIT","2023-06-06 12:45","NRT","RJAA",705
"PR","PAL","PR113","PAL113","113","LAX","KLAX","TBIT","2023-06-06 12:50","MNL","RPLL",880
"LA","LAN","LA7455","LAN7455","7455","LAX","KLAX","TBIT","2023-06-06 13:05","NRT","RJAA",695
"PK","PIA","PK5180","PIA5180","5180","LAX","KLAX","TBIT","2023-06-06 13:55","IST","LTFM",785
"BR","EVA","BR3101","EVA3101","3101","LAX","KLAX","TBIT","2023-06-06 13:50","SAL","MSLP",300
"SK","SAS","SK932","SAS932","932","LAX","KLAX","TBIT","2023-06-06 13:50","CPH","EKCH",640
"AF","AFR","AF8250","AFR8250","8250","LAX","KLAX","TBIT","2023-06-06 13:55","AMS","EHAM",610
"KE","KAL","KE3193","KAL3193","3193","LAX","KLAX","TBIT","2023-06-06 14:00","ATL","KATL",267
"AS","ASA","AS7317","ASA7317","7317","LAX","KLAX","TBIT","2023-06-06 13:30","HND","RJTT",715
"SQ","SIA","SQ11","SIA11","11","LAX","KLAX","TBIT","2023-06-06 14:20","NRT","RJAA",690
"LY","ELY","LY8217","ELY8217","8217","LAX","KLAX","TBIT","2023-06-06 14:30","MEX","MMMX",225
"LR","LRC","LR641","LRC641","641","LAX","KLAX","TBIT","2023-06-06 14:45","GUA","MGGT",290
"QR","QTR","QR742","QTR742","742","LAX","KLAX","TBIT","2023-06-06 14:45","DOH","OTHH",945
"EY","ETD","EY2919","ETD2919","2919","LAX","KLAX","TBIT","2023-06-06 15:10","FCO","LIRF",710
"DL","DAL","DL8553","DAL8553","8553","LAX","KLAX","TBIT","2023-06-06 15:25","CDG","LFPG",650
"AM","AMX","AM7660","AMX7660","7660","LAX","KLAX","TBIT","2023-06-06 15:40","LHR","EGLL",620
"EI","EIN","EI8982","EIN8982","8982","LAX","KLAX","TBIT","2023-06-06 15:45","LHR","EGLL",625
"LH","DLH","LH457","DLH457","457","LAX","KLAX","TBIT","2023-06-06 15:00","FRA","EDDF",640
