"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","duration"
"AS","ASA","AS8073","ASA8073","8073","LAX","KLAX","TBIT","2023-06-05 22:54","SYD","YSSY",911
"OZ","AAR","OZ203","AAR203","203","LAX","KLAX","TBIT","2023-06-05 23:00","ICN","RKSI",800
"LA","LAN","LA8425","LAN8425","8425","LAX","KLAX","TBIT","2023-06-05 23:30","ICN","RKSI",800
"AS","ASA","AS5214","ASA5214","5214","LAX","KLAX","TBIT","2023-06-05 23:40","SYD","YSSY",905
"UK","VTI","UK8037","VTI8037","8037","LAX","KLAX","TBIT","2023-06-05 23:40","SIN","WSSS",1030
"NZ","ANZ","NZ4011","ANZ4011","4011","LAX","KLAX","TBIT","2023-06-05 23:55","NAN","NFFN",650
"AA","AAL","AA340","AAL340","340","LAX","KLAX","TBIT","2023-06-05 23:59","MIA","KMIA",316
"PR","PAL","PR103","PAL103","103","LAX","KLAX","TBIT","2023-06-05 23:40","MNL","RPLL",900
"CI","CAL","CI7","CAL7","7","LAX","KLAX","TBIT","2023-06-06 00:05","TPE","RCTP",835
"SQ","SIA","SQ5811","SIA5811","5811","LAX","KLAX","TBIT","2023-06-06 00:15","TPE","RCTP",835
"Y4","VOI","Y4921","VOI921","921","LAX","KLAX","TBIT","2023-06-06 00:43","MLM","MMMM",203
"Y4","VOI","Y4899","VOI899","899","LAX","KLAX","TBIT","2023-06-06 00:50","BJX","MMLO",193
"JX","SJX","JX1","SJX1","1","LAX","KLAX","TBIT","2023-06-06 00:50","TPE","RCTP",830
"Y4","VOI","Y4919","VOI919","919","LAX","KLAX","TBIT","2023-06-06 00:43","GDL","MMGL",192
"AS","ASA","AS8069","ASA8069","8069","LAX","KLAX","TBIT","2023-06-06 00:58","HND","RJTT",707
"Y4","VOI","Y4917","VOI917","917","LAX","KLAX","TBIT","2023-06-06 01:10","GDL","MMGL",192
"TA","TAI","TA529","TAI529","529","LAX","KLAX","TBIT","2023-06-06 01:00","SAL","MSLP",300
"AA","AAL","AA8934","AAL8934","8934","LAX","KLAX","TBIT","2023-06-06 01:15","HKG","VHHH",870
"UA","UAL","UA7983","UAL7983","7983","LAX","KLAX","TBIT","2023-06-06 01:20","HND","RJTT",700
"OZ","AAR","OZ9454","AAR9454","9454","LAX","KLAX","TBIT","2023-06-06 01:20","PTY","MPTO",402
"BR","EVA","BR3173","EVA3173","3173","LAX","KLAX","TBIT","2023-06-06 01:54","PTY","MPTO",402
"HA","HAL","HA1","HAL1","1","LAX","KLAX","TBIT","2023-06-06 07:00","HNL","PHNL",350
"AM","AMX","AM649","AMX649","649","LAX","KLAX","TBIT","2023-06-06 07:00","MEX","MMMX",233
"AA","AAL","AA899","AAL899","899","LAX","KLAX","TBIT","2023-06-06 07:17","PHX","KPHX",92
"BA","BAW","BA4792","BAW4792","4792","LAX","KLAX","TBIT","2023-06-06 07:45","ORD","KORD",249
"LA","LAN","LA6476","LAN6476","6476","LAX","KLAX","TBIT","2023-06-06 07:55","ATL","KATL",266
"HA","HAL","HA33","HAL33","33","LAX","KLAX","TBIT","2023-06-06 08:15","OGG","PHOG",345
"MU","CES","MU4703","CES4703","4703","LAX","KLAX","TBIT","2023-06-06 08:20","HNL","PHNL",342
"DL","DAL","DL2581","DAL2581","2581","LAX","KLAX","TBIT","2023-06-06 08:28","SFO","KSFO",87
"QF","QFA","QF3228","QFA3228","3228","LAX","KLAX","TBIT","2023-06-06 08:50","SJD","MMSD",158
"TN","THT","TN1349","THT1349","1349","LAX","KLAX","TBIT","2023-06-06 09:00","PHL","KPHL",328
"HA","HAL","HA63","HAL63","63","LAX","KLAX","TBIT","2023-06-06 09:15","LIH","PHLI",360
"TN","THT","TN1321","THT1321","1321","LAX","KLAX","TBIT","2023-06-06 09:20","DFW","KDFW",206
"Y4","VOI","Y4915","VOI915","915","LAX","KLAX","TBIT","2023-06-06 09:20","GDL","MMGL",192
"CI","CAL","CI9012","CAL9012","9012","LAX","KLAX","TBIT","2023-06-06 09:45","SAT","KSAT",178
"BA","BAW","BA6506","BAW6506","6506","LAX","KLAX","TBIT","2023-06-06 09:58","ORD","KORD",255
"HA","HAL","HA3","HAL3","3","LAX","KLAX","TBIT","2023-06-06 10:00","HNL","PHNL",350
"Y4","VOI","Y4925","VOI925","925","LAX","KLAX","TBIT","2023-06-06 10:23","AGU","MMAS",185
"AA","AAL","AA27","AAL27","27","LAX","KLAX","TBIT","2023-06-06 10:28","HND","RJTT",712
"VS","VIR","VS1966","VIR1966","1966","LAX","KLAX","TBIT","2023-06-06 10:00","SLC","KSLC",114
"YP","APZ","YP102","APZ102","102","LAX","KLAX","TBIT","2023-06-06 10:50","ICN","RKSI",775
